identificationType,fileIdentifier,fileSize,ArtifactId,similarity(s),RawLicenseName(s),licenseName(s),licenseURL(s),auther(s),relatedURL(s),name,description
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.charsets\ADDITIONAL_LICENSE_INFO,49,?--jdk.charsets--11.0.2#,"0.67086,
0.67081,
0.67070",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.charsets,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.compiler\ADDITIONAL_LICENSE_INFO,49,?--jdk.compiler--11.0.2#,"0.72646,
0.72364,
0.72295",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.compiler,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.crypto.cryptoki\ADDITIONAL_LICENSE_INFO,49,?--jdk.crypto.cryptoki--11.0.2#,"0.65148,
0.64422,
0.64349",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.crypto.cryptoki,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.crypto.ec\ADDITIONAL_LICENSE_INFO,49,?--jdk.crypto.ec--11.0.2#,"0.69488,
0.69476,
0.69476",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.crypto.ec,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.crypto.mscapi\ADDITIONAL_LICENSE_INFO,49,?--jdk.crypto.mscapi--11.0.2#,"0.74092,
0.73548,
0.73428",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.crypto.mscapi,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.dynalink\ADDITIONAL_LICENSE_INFO,49,?--jdk.dynalink--11.0.2#,"0.67940,
0.67330,
0.67161",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.dynalink,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.editpad\ADDITIONAL_LICENSE_INFO,49,?--jdk.editpad--11.0.2#,"0.70053,
0.69910,
0.69853",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.editpad,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.hotspot.agent\ADDITIONAL_LICENSE_INFO,49,?--jdk.hotspot.agent--11.0.2#,"0.71707,
0.71618,
0.71123",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.hotspot.agent,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.httpserver\ADDITIONAL_LICENSE_INFO,49,?--jdk.httpserver--11.0.2#,"0.69594,
0.69144,
0.69076",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.httpserver,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.internal.ed\ADDITIONAL_LICENSE_INFO,49,?--jdk.internal.ed--11.0.2#,"0.66641,
0.66385,
0.66304",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.internal.ed,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.internal.jvmstat\ADDITIONAL_LICENSE_INFO,49,?--jdk.internal.jvmstat--11.0.2#,"0.73038,
0.72989,
0.72878",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.internal.jvmstat,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.internal.le\ADDITIONAL_LICENSE_INFO,49,?--jdk.internal.le--11.0.2#,"0.76239,
0.76220,
0.76177",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.internal.le,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.internal.opt\ADDITIONAL_LICENSE_INFO,49,?--jdk.internal.opt--11.0.2#,"0.69296,
0.69466,
0.69320",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.internal.opt,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jartool\ADDITIONAL_LICENSE_INFO,49,?--jdk.jartool--11.0.2#,"0.69093,
0.68846,
0.68729",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jartool,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.javadoc\ADDITIONAL_LICENSE_INFO,49,?--jdk.javadoc--11.0.2#,"0.69906,
0.69663,
0.69609",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.javadoc,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jcmd\ADDITIONAL_LICENSE_INFO,49,?--jdk.jcmd--11.0.2#,"0.73314,
0.72917,
0.72769",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jcmd,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jconsole\ADDITIONAL_LICENSE_INFO,49,?--jdk.jconsole--11.0.2#,"0.71412,
0.71356,
0.71318",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jconsole,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jdeps\ADDITIONAL_LICENSE_INFO,49,?--jdk.jdeps--11.0.2#,"0.66863,
0.66650,
0.66461",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jdeps,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jdi\ADDITIONAL_LICENSE_INFO,49,?--jdk.jdi--11.0.2#,"0.67788,
0.67576,
0.67465",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jdi,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jdwp.agent\ADDITIONAL_LICENSE_INFO,49,?--jdk.jdwp.agent--11.0.2#,"0.71202,
0.70675,
0.70472",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jdwp.agent,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jfr\ADDITIONAL_LICENSE_INFO,49,?--jdk.jfr--11.0.2#,"0.69932,
0.70472,
0.70219",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jfr,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jlink\ADDITIONAL_LICENSE_INFO,49,?--jdk.jlink--11.0.2#,"0.71353,
0.70909,
0.70880",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jlink,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jshell\ADDITIONAL_LICENSE_INFO,49,?--jdk.jshell--11.0.2#,"0.70752,
0.70684,
0.70680",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jshell,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jsobject\ADDITIONAL_LICENSE_INFO,49,?--jdk.jsobject--11.0.2#,"0.72748,
0.71996,
0.71963",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jsobject,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.jstatd\ADDITIONAL_LICENSE_INFO,49,?--jdk.jstatd--11.0.2#,"0.66688,
0.66110,
0.66058",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.jstatd,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.localedata\ADDITIONAL_LICENSE_INFO,49,?--jdk.localedata--11.0.2#,"0.71311,
0.71282,
0.71067",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.localedata,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.management\ADDITIONAL_LICENSE_INFO,49,?--jdk.management--11.0.2#,"0.72373,
0.72117,
0.71999",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.management,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.management.agent\ADDITIONAL_LICENSE_INFO,49,?--jdk.management.agent--11.0.2#,"0.72377,
0.72125,
0.72079",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.management.agent,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.management.jfr\ADDITIONAL_LICENSE_INFO,49,?--jdk.management.jfr--11.0.2#,"0.71673,
0.71165,
0.71160",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.management.jfr,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.naming.dns\ADDITIONAL_LICENSE_INFO,49,?--jdk.naming.dns--11.0.2#,"0.70154,
0.69889,
0.69736",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.naming.dns,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.naming.rmi\ADDITIONAL_LICENSE_INFO,49,?--jdk.naming.rmi--11.0.2#,"0.66181,
0.66032,
0.65897",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.naming.rmi,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.net\ADDITIONAL_LICENSE_INFO,49,?--jdk.net--11.0.2#,"0.68105,
0.67732,
0.67540",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.net,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.pack\ADDITIONAL_LICENSE_INFO,49,?--jdk.pack--11.0.2#,"0.72907,
0.72845,
0.72782",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.pack,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.rmic\ADDITIONAL_LICENSE_INFO,49,?--jdk.rmic--11.0.2#,"0.73641,
0.73602,
0.73528",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.rmic,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.scripting.nashorn\ADDITIONAL_LICENSE_INFO,49,?--jdk.scripting.nashorn--11.0.2#,"0.72248,
0.72106,
0.71972",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.scripting.nashorn,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.scripting.nashorn.shell\ADDITIONAL_LICENSE_INFO,49,?--jdk.scripting.nashorn.shell--11.0.2#,"0.70423,
0.69760,
0.69649",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.scripting.nashorn.shell,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.sctp\ADDITIONAL_LICENSE_INFO,49,?--jdk.sctp--11.0.2#,"0.70144,
0.69887,
0.69706",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.sctp,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.security.auth\ADDITIONAL_LICENSE_INFO,49,?--jdk.security.auth--11.0.2#,"0.69792,
0.68791,
0.68610",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.security.auth,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.security.jgss\ADDITIONAL_LICENSE_INFO,49,?--jdk.security.jgss--11.0.2#,"0.71116,
0.70599,
0.70486",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.security.jgss,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.unsupported\ADDITIONAL_LICENSE_INFO,49,?--jdk.unsupported--11.0.2#,"0.67967,
0.67947,
0.67868",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.unsupported,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.unsupported.desktop\ADDITIONAL_LICENSE_INFO,49,?--jdk.unsupported.desktop--11.0.2#,"0.72991,
0.72894,
0.72821",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.unsupported.desktop,
pathSuffix,Adapt-openJdk-11.0.2#\legal\jdk.xml.dom\ADDITIONAL_LICENSE_INFO,49,?--jdk.xml.dom--11.0.2#,"0.73633,
0.73114,
0.73084",,Approved/-See java base ADDITIONAL LICENSE NOTICE,,,,jdk.xml.dom,
pathSuffix,cucumber-sandwich.jar#\asm-license.txt,1538,?--cucumber-sandwich.jar#--0,"0.76148,
0.74122,
0.77742",,spdx/BSD-3-Clause,,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\cglib-license.txt,11356,?--cucumber-sandwich.jar#--0,"0.85589,
0.85548,
0.85505",,spdx/Apache-2.0,,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\hamcrest-license.txt,1481,?--cucumber-sandwich.jar#--0,"0.80966,
0.80230,
0.79719",,spdx/BSD-3-Clause,,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\LICENSE,1080,?--cucumber-sandwich.jar#--0,"0.79222,
0.80740,
0.80378",,spdx/MIT,,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\NOTICE,160,?--cucumber-sandwich.jar#--0,"0.67775,
0.70167",,"Approved/Apache-2.0 + BSD-3-Clause + MIT NOTICE,
research/cucumber-sandwich.jar#/NOTICE",,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\objenesis-license.txt,1089,?--cucumber-sandwich.jar#--0,"0.76014,
0.75216,
0.74992",,spdx/MIT,,,,cucumber-sandwich.jar#,
pathSuffix,cucumber-sandwich.jar#\charts\codemirror.zip#\CodeMirror-2.33\LICENSE,1228,?--codemirror--,"0.78387,
0.78072,
0.78159",,"Approved/MIT + own license,
research/cucumber-sandwich.jar#/charts/codemirror.zip#/CodeMirror-2.33/LICENSE",,,,"codemirror
codemirror",
pathSuffix,cucumber-sandwich.jar#\licenses\extreme.indiana.edu.license.TXT,2239,?--extreme.indiana.edu.license.TXT--0,"0.79818,
0.79945,
0.78864",,Approved/Indiana University Extreme! Lab Software License,,,,extreme.indiana.edu.license.TXT,
pathSuffix,elasticsearch-6.2.3\LICENSE.txt,11358,?--elasticsearch--6.2.3,"0.84817,
0.84436,
0.84307",,spdx/Apache-2.0,,,,elasticsearch,
pathSuffix,elasticsearch-6.2.3\NOTICE.txt,191887,?--elasticsearch--6.2.3,"0.95885,
0.96019",,Approved/GPL-3.0 + LGPL-2.1 + MPL-2.0 + CC0-1.0 + Unicode + ICU + BSD-2-Clause + ANTLR-PD + Apache-2.0 + EPL-1.0 + EDL-1.0 + CPL-1.0 + MIT + mecab + HdrHistogram Licensed NOTICE,,,,elasticsearch,
pathSuffix,elasticsearch-6.2.3\lib\elasticsearch-6.2.3.jar#\META-INF\LICENSE.txt,11358,?--elasticsearch--6.2.3.jar#,"0.81879,
0.83515,
0.83496",,spdx/Apache-2.0,,,,elasticsearch,
pathSuffix,elasticsearch-6.2.3\lib\elasticsearch-cli-6.2.3.jar#\META-INF\LICENSE.txt,11358,?--elasticsearch-cli--6.2.3.jar#,"0.85678,
0.84896,
0.84868",,spdx/Apache-2.0,,,,elasticsearch-cli,
pathSuffix,elasticsearch-6.2.3\lib\elasticsearch-core-6.2.3.jar#\META-INF\LICENSE.txt,11358,?--elasticsearch-core--6.2.3.jar#,"0.83948,
0.83437,
0.82779",,spdx/Apache-2.0,,,,elasticsearch-core,
pathSuffix,elasticsearch-6.2.3\lib\elasticsearch-launchers-6.2.3.jar#\META-INF\LICENSE.txt,11358,?--elasticsearch-launchers--6.2.3.jar#,"0.85523,
0.85500,
0.85461",,spdx/Apache-2.0,,,,elasticsearch-launchers,
pathSuffix,elasticsearch-6.2.3\lib\HdrHistogram-2.1.9.jar#\META-INF\maven\org.hdrhistogram\HdrHistogram\pom.xml,9661,org.hdrhistogram--HdrHistogram--2.1.9,1.00000,"Public Domain, per Creative Commons CC0",spdx/CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/,"giltene,
Gil Tene",https://github.com/giltene,HdrHistogram,"HdrHistogram supports the recording and analyzing sampled data value counts across a configurable integer value range with configurable value precision within the range. Value precision is expressed as the number of significant digits in the value recording, and provides control over value quantization behavior across the value range and the subsequent value resolution at any given level."
pathSuffix,elasticsearch-6.2.3\lib\hppc-0.7.1.jar#\META-INF\maven\com.carrotsearch\hppc\pom.xml,18205,com.carrotsearch--hppc--0.7.1,0.50000,,spdx/Apache-2.0,,,,HPPC Collections,"High Performance Primitive Collections. Fundamental data structures (maps, sets, lists, stacks, queues) generated for combinations of object and primitive types to conserve JVM memory and speed up execution."
pathSuffix,elasticsearch-6.2.3\lib\jackson-core-2.8.10.jar#\META-INF\LICENSE,332,?--jackson-core--2.8.10.jar#,"0.73947,
0.73642",,Approved/Apache-2.0 licensed NOTICE,,,,jackson-core,
pathSuffix,elasticsearch-6.2.3\lib\jackson-core-2.8.10.jar#\META-INF\NOTICE,822,?--jackson-core--2.8.10.jar#,"0.75706,
0.75659,
0.75058",,Approved/FasterXML_CREDITS_NOTICE,,,,jackson-core,
pathSuffix,elasticsearch-6.2.3\lib\jackson-core-2.8.10.jar#\META-INF\maven\com.fasterxml.jackson.core\jackson-core\pom.xml,5417,com.fasterxml.jackson.core--jackson-core--2.8.10,0.50000,,spdx/Apache-2.0,,,,Jackson-core,"Core Jackson abstractions, basic JSON streaming API implementation"
pathSuffix,elasticsearch-6.2.3\lib\jackson-dataformat-cbor-2.8.10.jar#\META-INF\maven\com.fasterxml.jackson.dataformat\jackson-dataformat-cbor\pom.xml,2080,com.fasterxml.jackson.dataformat--jackson-dataformat-cbor--2.8.10,0.50000,,spdx/Apache-2.0,,,,Jackson dataformat: CBOR,"Support for reading and writing Concise Binary Object Representation ([CBOR](https://www.rfc-editor.org/info/rfc7049) encoded data using Jackson abstractions (streaming API, data binding, tree model)"
pathSuffix,elasticsearch-6.2.3\lib\jackson-dataformat-smile-2.8.10.jar#\META-INF\maven\com.fasterxml.jackson.dataformat\jackson-dataformat-smile\pom.xml,1860,com.fasterxml.jackson.dataformat--jackson-dataformat-smile--2.8.10,0.50000,,spdx/Apache-2.0,,,,Jackson dataformat: Smile,"Support for reading and writing Smile (""binary JSON"") encoded data using Jackson abstractions (streaming API, data binding, tree model)"
pathSuffix,elasticsearch-6.2.3\lib\jackson-dataformat-yaml-2.8.10.jar#\META-INF\LICENSE,317,?--jackson-dataformat-yaml--2.8.10.jar#,"0.74029,
0.71011",,Approved/Apache-2.0 licensed NOTICE,,,,jackson-dataformat-yaml,
pathSuffix,elasticsearch-6.2.3\lib\jackson-dataformat-yaml-2.8.10.jar#\META-INF\NOTICE,825,?--jackson-dataformat-yaml--2.8.10.jar#,"0.76097,
0.75038,
0.75023",,Approved/FasterXML_CREDITS_NOTICE,,,,jackson-dataformat-yaml,
pathSuffix,elasticsearch-6.2.3\lib\joda-time-2.9.9.jar#\META-INF\LICENSE.txt,11560,?--joda-time--2.9.9.jar#,"0.84504,
0.84394,
0.83847",,spdx/Apache-2.0,,,,joda-time,
pathSuffix,elasticsearch-6.2.3\lib\joda-time-2.9.9.jar#\META-INF\maven\joda-time\joda-time\pom.xml,34627,joda-time--joda-time--2.9.9,1.00000,Apache 2,spdx/Apache-2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"jodastephen,
Stephen Colebourne,
broneill,
Brian S O'Neill,
Joda.org,
Adrian Acala,
Afif Ahmed,
Guy Allard,
Oren Benjamin,
Fredrik Borgh,
Dave Brosius,
Dan Cavallaro,
Luc Claes,
Emiliano Claria,
Dan Cojocar,
Evgeniy Devyatykh,
dspitfire,
Christopher Elkins,
emopers,
Jeroen van Erp,
Gwyn Evans,
John Fletcher,
Sean Geoghegan,
Jim Gough,
Craig Gidney,
haguenau,
Kaj Hejer,
Rowan Hill,
LongHua Huang,
Brendan Humphreys,
Vsevolod Ivanov,
Ing. Jan Kalab,
Ashish Katyal,
Martin Kneissl,
Sebastian Kurten,
Fabian Lange,
Vidar Larsen,
Kasper Laudrup,
Jeff Lavallee,
Chung-yeol Lee,
Antonio Leitao,
Kostas Maistrelis,
mjunginger,
Al Major,
Pete Marsh,
Blair Martin,
Paul Martin,
Katy P,
Amling Palantir,
Julen Parra,
Jorge Perez,
Rok Piltaver,
Michael Plump,
Bjorn Pollex,
Ryan Propper,
Mike Schrag,
Hajime Senuma,
Kandarp Shah,
Francois Staes,
Grzegorz Swierczynski,
Jason Tedor,
trejkaz,
Ricardo Trindade,
Bram Van Dam,
Ed Wagstaff,
Can Yapan,
Maxim Zhao,
Alex","https://github.com/jodastephen,
https://github.com/broneill,
http://www.joda.org,
https://github.com/AdrianAcala,
https://github.com/a7i7,
https://github.com/oby1,
https://github.com/mebigfatguy,
https://github.com/dancavallaro,
https://github.com/lucclaes,
https://github.com/emilianogc,
https://github.com/dancojocar,
https://github.com/john9x,
https://github.com/dspitfire,
https://github.com/celkins,
https://github.com/emopers,
https://github.com/jpgough,
https://github.com/Strilanc,
https://github.com/haguenau,
https://github.com/kajh,
https://github.com/rowanhill,
https://github.com/longhua,
https://github.com/pandacalculus,
https://github.com/seva-ask,
https://github.com/Pitel,
https://github.com/mkneissl,
https://github.com/sebkur,
https://github.com/CodingFabian,
https://github.com/vlarsen,
https://github.com/jlavallee,
https://github.com/chungyeol,
https://github.com/mjunginger,
https://github.com/petedmarsh,
https://github.com/pgpx,
https://github.com/katyp,
https://github.com/AmlingPalantir,
https://github.com/jperezalv,
https://github.com/Rok-Piltaver,
https://github.com/bjoernpollex,
https://github.com/hajimes,
https://github.com/gswierczynski,
https://github.com/jasontedor,
https://github.com/trejkaz,
https://github.com/codematters,
https://github.com/edwag,
https://github.com/canyapan,
https://github.com/nyrk",Joda-Time,Date and time library to replace JDK date handling
pathSuffix,elasticsearch-6.2.3\lib\jopt-simple-5.0.2.jar#\META-INF\maven\net.sf.jopt-simple\jopt-simple\pom.xml,13944,net.sf.jopt-simple--jopt-simple--5.0.2,1.00000,The MIT License,spdx/MIT,http://www.opensource.org/licenses/mit-license.php,"pholser,
Paul Holser,
pholser@alumni.rice.edu",http://www.pholser.com,JOpt Simple,A Java library for parsing command line options
